AmountID;Amount;EmployeeID;CustomerID
15796;884.98;15;5121
15818;192.84;9;9182
15846;476.07;1;10939
15856;361.10;3;10945
15882;996.73;7;10961
15894;39.95;3;34
15912;445.83;6;9046
15916;842.13;7;10978
15923;539.49;8;5207
15957;712.32;5;10055
15987;83.41;3;11007
16000;762.46;1;11010
16001;443.11;8;11011
16007;65.26;12;6347
16020;970.78;12;848
16024;323.82;8;5241
16037;802.32;3;11024
16055;212.12;10;11030
16063;321.40;7;8112
16064;532.40;1;2722
16086;471.32;15;8487
16127;973.43;2;1479
16131;949.01;8;1789
16164;931.32;3;11078
16187;748.29;5;424
16189;24.18;9;9674
16228;322.47;9;11109
16248;650.72;12;11116
16276;211.23;14;10208
16294;68.04;10;11133
16303;562.57;1;1876
16305;615.58;4;9094
16314;284.04;14;5190
16315;832.47;4;7979
16329;230.22;14;2295
16374;379.92;15;5631
16388;832.12;9;9608
16430;184.86;9;11193
16431;573.53;7;11194
16443;632.95;11;2099
16455;859.45;14;11200
16457;602.41;8;7323
16463;961.87;5;11097
16464;648.21;15;1155
16465;140.68;7;9469
16487;587.92;14;11215
16504;865.90;15;11220
16511;456.51;8;4657
16542;407.73;12;6560
16552;720.23;3;10376
16554;704.85;15;11244
16562;865.44;12;1391
16574;910.87;13;2616
16585;647.96;2;11251
16599;368.42;3;11256
16610;648.27;1;11198
16642;237.35;3;4463
16651;698.42;1;9666
16652;472.67;11;11278
16657;313.53;5;3135
16670;25.39;13;2282
16697;878.81;11;11294
16703;671.25;8;178
16708;490.01;11;11299
16712;802.80;4;11302
16726;654.48;12;6865
16765;226.27;5;11325
16777;720.91;13;11330
16780;370.46;10;8383
16794;340.36;3;7855
16856;562.36;13;4408
16860;453.58;12;11365
16861;959.13;4;11366
16871;210.51;2;5646
16875;568.33;2;11371
16878;349.76;13;2385
16892;209.14;9;9934
16914;23.07;11;11390
16918;665.82;15;10968
16919;528.66;9;9565
16933;699.47;5;7633
16989;358.67;1;10807
16995;986.64;12;6936
17000;994.46;13;7443
17002;908.73;10;11423
17021;721.91;10;11436
17042;120.03;4;3371
17045;873.29;6;1574
17063;741.57;4;11454
17077;517.13;14;11460
17125;830.03;7;3002
17130;92.64;1;11482
17136;59.78;2;11486
17138;60.34;1;9379
17141;497.58;4;620
17159;322.47;4;7667
17180;129.18;10;11505
17183;395.91;12;11508
17191;577.76;6;11510
17202;682.56;15;11513
17203;84.86;14;11514
17212;89.44;4;6841
17220;746.41;4;9766
17223;296.27;7;11524
17224;852.28;13;11525
17236;468.59;9;3157
17240;995.16;15;11533
17241;749.82;12;11534
17287;847.83;11;11552
17327;32.71;12;9207
17335;875.48;12;6173
17361;408.84;5;11581
17374;225.95;6;1255
17384;732.79;10;1416
17386;539.14;14;11593
17388;99.41;11;1578
17406;243.01;9;11603
17414;69.30;3;2900
17418;969.71;1;4880
17428;39.61;6;2434
17444;68.36;5;11618
17451;975.30;14;96
17455;993.76;9;11622
17464;956.02;10;11625
17473;268.14;11;11627
17492;219.68;8;11640
17508;943.55;3;11301
17518;307.12;8;498
17523;114.55;3;6970
17528;841.43;5;5110
17532;885.78;1;8397
17535;685.06;5;8266
17536;815.81;9;11657
17543;186.42;14;3507
17583;642.73;2;6423
17586;867.46;2;11675
17592;78.32;15;11676
17593;730.13;15;7543
17595;119.57;3;5059
17637;30.73;2;1030
17644;931.44;5;11699
17646;628.26;14;6706
17676;957.24;2;9007
17681;663.50;13;11719
17704;447.75;9;11732
17711;941.30;7;5697
17723;986.64;1;2630
17744;421.66;13;11744
17746;954.84;13;5783
17754;158.38;8;5266
17756;582.57;7;11751
17771;611.42;10;2058
17786;893.48;5;2036
17824;704.56;15;11778
17850;831.14;2;11788
17861;483.98;3;10455
17902;291.44;6;7668
17908;253.74;12;7992
17910;251.00;14;10210
17917;272.95;11;11815
17918;800.47;5;11816
17923;219.69;8;9534
17932;290.46;6;11824
17934;682.90;15;11826
17950;372.11;13;11833
17951;859.29;10;11834
17985;645.53;14;11849
17993;515.62;13;1878
17998;479.19;7;4625
18001;743.10;3;8282
18005;662.21;12;3192
18014;108.59;13;11860
18029;495.27;9;11865
18032;462.73;10;10711
18041;812.29;6;11872
18042;698.27;5;2663
18055;547.51;8;10579
18067;979.21;5;3593
18090;248.46;11;11895
18091;832.42;13;11896
18107;952.25;13;5269
18126;933.86;8;1760
18168;406.83;11;11934
18169;700.35;13;11935
18176;222.23;14;3369
18193;217.39;5;8112
18196;640.57;2;1184
18208;518.61;2;10286
18217;419.09;3;11957
18223;996.57;4;11959
18255;206.39;2;11973
18261;37.68;7;11977
18276;516.12;7;6401
18280;820.58;10;9689
18301;542.01;9;11657
18319;905.72;10;11994
18321;316.58;3;11996
18334;85.68;8;54
18343;473.65;2;3862
18346;667.29;12;4500
18349;414.37;9;12007
18397;61.28;7;7964
18415;991.56;12;8063
18422;862.61;8;2975
18424;983.36;5;5520
18426;841.33;4;172
18434;467.33;2;12045
18438;981.75;4;12047
18453;310.76;12;8101
18490;216.46;14;624
18524;622.91;3;123
18547;424.47;2;12089
18567;267.22;15;12096
18591;978.11;13;12108
18598;559.87;12;12111
18625;669.87;12;8944
18637;835.86;4;8967
18659;358.88;10;12136
18671;972.05;14;6355
18677;808.73;8;12143
18712;510.19;9;12154
18725;39.90;1;12163
18769;226.60;3;2672
18778;441.31;13;12185
18795;672.30;7;12191
18799;371.82;15;5058
18801;837.17;5;12194
18809;628.30;3;12199
18852;533.80;6;12214
18860;976.19;15;12218
18883;473.63;6;11373
18887;844.67;12;12225
18905;464.85;11;10736
18906;342.11;15;12233
18922;198.27;3;11201
18936;39.69;11;12249
18951;793.92;13;12255
18955;74.26;15;11311
18964;121.94;7;12257
19010;31.17;2;8487
19011;275.26;12;8250
19018;398.23;3;6418
19033;811.40;5;923
19038;445.78;11;534
19040;255.36;5;5386
19050;608.81;15;12290
19054;241.01;5;8898
19066;380.40;1;2467
19089;122.18;5;12294
19097;287.66;7;10659
19099;750.73;15;12309
19109;978.70;8;12314
19127;660.42;5;7251
19135;170.04;12;12323
19159;410.67;3;12334
19162;192.12;14;3465
19167;332.60;6;12338
19171;336.88;11;3998
19237;943.25;1;8869
19249;558.92;6;3786
19253;685.43;11;8558
19260;981.69;9;1029
19267;974.05;1;12372
19284;166.11;11;2792
19312;379.20;2;12388
19319;316.89;7;10256
19345;111.12;12;12405
19350;670.91;14;12407
19356;588.29;3;12411
19372;470.25;15;461
19388;766.82;5;9372
19411;169.36;15;1464
19421;184.83;5;2326
19488;429.54;8;6359
19505;506.88;5;11997
19528;201.59;5;12472
19532;974.23;3;7837
19554;220.91;2;2996
19556;934.46;13;12483
19575;293.10;6;662
19596;418.68;6;4553
19606;997.36;7;12500
19640;482.86;6;1771
19643;511.99;4;7256
19649;67.26;11;12519
19651;167.05;6;11391
19694;839.23;2;12536
19695;995.85;15;12537
19696;263.29;11;10658
19714;261.53;2;4258
19715;317.80;1;8962
19730;682.24;13;12549
19733;876.50;10;10298
19750;70.24;8;12556
19768;324.90;9;12563
19787;452.37;14;11232
19799;804.50;15;10021
19806;711.39;13;10091
19813;293.80;12;6366
19839;467.49;11;12582
19859;507.21;5;670
19876;947.07;3;6329
19881;644.96;11;12600
19882;231.04;4;8558
19883;579.76;11;12601
19899;323.65;10;4366
19902;359.37;10;12605
19915;607.00;11;7354
19917;852.91;12;12611
19924;800.76;3;7087
19930;445.47;6;11492
19968;644.10;15;12629
19973;882.40;11;12633
19977;557.67;2;8584
20025;138.42;2;754
20030;922.98;13;4217
20039;293.59;11;10271
20060;471.09;12;6696
20066;206.60;11;12675
20082;89.15;8;3457
20113;580.56;2;12690
20115;624.89;14;11807
20117;877.71;3;8056
20133;728.21;2;12698
20138;722.15;4;6949
20145;984.99;5;10325
20152;951.72;14;12701
20155;968.61;8;1234
20157;609.74;7;12702
20165;90.49;9;8799
20170;673.91;14;12709
20173;285.08;3;10616
20186;29.38;3;4270
20226;416.25;12;5203
20227;277.83;9;1815
20236;80.09;12;9384
20245;490.11;14;9388
20264;756.84;3;12748
20295;420.53;1;4784
20298;129.64;8;12763
20299;702.75;3;12764
20302;964.25;4;12767
20303;896.34;4;10882
20323;671.10;14;12667
20352;112.86;15;5620
20374;866.74;15;10515
20384;454.26;11;12350
20388;465.33;1;12799
20393;46.03;4;10882
20396;70.10;8;9267
20397;992.93;1;7975
20399;971.46;5;12803
20408;181.26;10;12804
20417;522.52;3;434
20443;172.39;8;12815
20469;63.19;11;12292
20478;319.44;6;9356
20488;704.01;7;12836
20495;822.99;12;365
20508;996.93;13;12845
20517;880.89;12;12849
20534;736.82;1;12857
20537;114.38;13;12859
20552;763.10;4;48
20561;174.05;11;10292
20588;797.57;11;12882
20592;396.80;5;11955
20598;765.94;10;7835
20622;694.97;4;6849
20635;78.77;12;5498
20637;432.96;9;12903
20646;763.86;11;4982
20651;27.94;13;1982
20686;163.93;4;8604
20689;22.79;11;12918
20756;758.69;4;12949
20762;77.26;5;12355
20764;794.81;12;12952
20766;622.48;14;12954
20770;707.74;4;12103
20773;67.98;8;12955
20794;565.46;1;2390
20820;100.15;4;7595
20847;234.75;1;8902
20856;72.74;5;12985
20872;386.49;4;12991
20878;333.97;12;12993
20883;459.51;11;12996
20885;326.09;7;10898
20908;836.37;6;8715
20911;284.93;5;289
20915;424.34;6;821
20920;773.94;15;12900
20928;729.49;13;12826
20929;911.12;14;13015
20941;645.75;1;1970
20953;56.53;1;8685
20961;842.35;15;4699
20992;349.29;7;10533
21004;191.49;6;7101
21035;385.51;14;7555
21041;941.46;8;13057
21056;768.16;11;6915
21070;948.24;8;3670
21087;928.73;13;13072
21093;952.48;2;13075
21100;170.18;14;8412
21105;487.36;14;13082
21135;570.08;2;13095
21142;82.66;10;10436
21153;626.96;6;9562
21174;697.49;10;13108
21185;826.40;5;8992
21204;831.84;2;13118
21219;896.32;14;10247
21241;819.53;9;12311
21242;747.81;1;8815
21274;603.23;6;5877
21283;507.81;13;13146
21313;962.01;14;3877
21329;437.41;7;7000
21345;981.39;4;8563
21352;620.68;13;8022
21357;301.24;2;13165
21384;693.27;2;10054
21386;694.77;3;13178
21394;877.73;14;6756
21411;211.15;4;1838
21413;437.02;5;13188
21417;805.95;2;10851
21435;96.91;4;13197
21458;637.10;3;3050
21466;511.62;5;13210
21486;892.33;13;12420
21494;311.79;3;8754
21503;107.17;9;10942
21516;203.37;12;3011
21544;114.49;2;7655
21550;106.55;4;1416
21554;924.26;13;13234
21561;197.20;8;13237
21578;86.69;6;2968
21585;701.68;7;7208
21640;712.08;13;11292
21646;487.25;15;2174
21657;677.51;10;10628
21658;557.81;7;13270
21661;721.59;7;13272
21667;776.71;3;10482
21677;578.60;11;11481
21701;188.38;1;13284
21707;25.89;14;6320
21710;720.92;12;9578
21723;855.38;10;13215
21726;677.90;11;13291
21768;798.27;3;13303
21772;498.57;14;1761
21785;50.39;9;13310
21794;794.77;14;2812
21817;455.61;1;13321
21818;426.13;3;13322
21827;845.88;10;13324
21831;699.91;11;3704
21849;274.73;6;9307
21871;293.42;4;12262
21893;194.91;1;10490
21896;971.52;4;13345
21897;879.82;4;5146
21907;980.41;12;7252
21911;902.94;8;13348
21929;705.46;5;7414
21935;309.49;3;13358
21937;761.14;13;3073
21946;408.36;2;5508
21948;977.50;14;12461
21950;766.38;1;6908
21973;239.02;3;5748
21985;349.23;5;11606
21991;914.01;8;11788
21992;834.44;2;1203
21993;514.37;8;10892
21996;431.30;1;663
22005;699.04;3;13379
22019;341.92;14;7513
22031;752.32;14;3738
22045;36.19;8;7970
22074;741.75;14;4897
22082;512.28;6;11672
22101;541.18;4;3267
22162;208.44;6;7724
22172;497.22;10;9259
22196;325.32;12;4008
22208;829.20;12;8977
22215;301.98;11;2620
22226;626.56;1;2005
22232;324.93;12;13447
22237;986.80;9;3970
22243;787.28;10;210
22248;518.19;11;13455
22253;447.77;15;3289
22322;42.24;13;1509
22325;637.26;10;13476
22333;465.20;7;5611
22344;410.76;15;3241
22354;223.73;14;5409
22374;914.99;1;13489
22382;262.82;7;13491
22392;872.17;3;8742
22424;937.85;3;8252
22425;859.86;13;13507
22434;458.25;7;3356
22443;904.13;12;13512
22459;724.72;8;13516
22479;421.09;1;7715
22496;942.83;4;5330
22503;262.53;8;4838
22513;944.91;3;13527
22516;172.99;6;13529
22528;567.20;6;13534
22555;270.63;15;408
22604;575.58;7;13556
22620;504.35;15;5154
22634;340.75;8;11158
22667;683.75;15;3958
22695;809.00;4;4308
22701;864.83;6;13586
22720;498.78;1;13592
22731;877.14;7;3744
22740;538.60;12;13599
22751;259.01;13;13601
22755;196.27;9;13604
22763;634.77;12;12637
22780;280.81;11;2121
22789;582.00;7;13614
22793;954.88;2;13617
22800;608.09;1;11669
22806;813.46;1;2322
22811;526.01;14;7665
22825;310.02;2;13629
22828;44.79;11;5988
22833;195.92;4;13631
22836;743.68;7;9530
22860;68.69;4;9574
22876;164.53;14;13004
22928;372.08;3;13661
22960;685.21;15;13671
22995;772.78;14;13688
22997;896.56;3;1223
23000;123.18;12;8985
23001;575.96;3;11776
23008;655.31;5;9806
23013;765.13;15;13380
23038;309.16;12;13699
23047;114.67;12;652
23048;120.95;7;7911
23055;718.95;3;4218
23057;830.87;4;537
23073;679.23;9;13709
23078;311.93;8;7212
23089;249.58;4;13067
23093;578.68;1;10133
23114;320.23;9;13719
23123;806.47;9;13723
23154;263.98;10;7839
23193;192.43;5;13744
23208;624.00;9;13160
23231;235.07;10;3989
23249;428.22;13;5750
23271;690.50;11;788
23278;566.95;8;10216
23295;106.37;5;7565
23302;27.96;10;8706
23312;560.51;1;9034
23350;250.53;8;12769
23356;550.77;5;9600
23369;871.01;5;2035
23398;448.17;14;702
23406;270.85;13;9356
23413;729.89;7;922
23416;449.51;15;3063
23419;561.05;1;13806
23440;764.29;14;13813
23496;968.80;10;3233
23528;274.11;8;7384
23555;236.73;15;6136
23572;974.26;3;11235
23588;909.48;2;10307
23599;813.20;10;13864
23600;101.66;9;13865
23603;924.84;2;13866
23647;85.94;1;13878
23681;998.07;6;5591
23686;414.71;7;6099
23692;196.49;13;8750
23696;835.95;4;8503
23734;600.19;12;5014
23742;547.91;7;13315
23747;577.12;1;3311
23783;458.88;12;9293
23785;513.60;6;13920
23792;969.14;3;8169
23842;590.35;2;6412
23844;559.47;14;8745
23845;191.64;3;8641
23849;592.81;13;13939
23868;263.10;2;13942
23873;210.38;6;270
23875;524.65;7;11924
23907;164.48;3;1786
23923;305.41;2;13962
23925;877.58;13;9288
23939;571.08;15;13969
23944;893.13;14;13972
23951;884.47;14;13976
24000;460.83;3;4097
24027;779.02;7;10616
24033;426.22;2;14004
24036;609.59;7;8643
24042;366.97;7;7220
24043;350.31;7;6455
24060;901.56;8;14009
24077;816.18;7;3839
24106;712.19;2;14027
24110;660.33;7;14029
24114;46.42;13;14031
24123;741.37;6;14033
24124;231.14;9;11000
24141;49.17;6;9730
24145;353.87;10;1353
24150;166.83;5;1044
24155;416.11;12;1351
24156;165.09;5;9844
24157;479.48;7;6013
24161;848.97;9;13839
24188;768.59;10;1772
24190;619.29;10;334
24214;170.83;6;5969
24227;616.80;6;8635
24229;213.83;12;8456
24232;131.99;2;8745
24317;593.61;2;9294
24318;758.63;11;7195
24325;751.89;10;8547
24345;371.28;14;10756
24349;997.44;3;14099
24383;755.78;8;3970
24395;950.89;15;14111
24405;766.75;8;4003
24423;533.05;5;788
24427;344.04;15;5500
24430;671.94;2;12327
24453;228.23;14;12174
24467;887.15;11;5604
24469;342.32;14;12779
24473;994.95;5;14132
24477;48.86;2;14134
24491;147.65;12;10406
24499;481.94;5;807
24502;675.80;5;14142
24531;120.98;11;3528
24575;772.21;11;5613
24586;172.62;15;7737
24636;686.39;15;2940
24658;947.86;3;14184
24676;193.54;1;11511
24736;470.15;1;14204
24744;58.19;10;8201
24745;365.76;4;1742
24754;68.85;5;12618
24811;912.83;4;14225
24820;437.08;11;7251
24829;357.51;1;11265
24834;864.43;6;8397
24851;844.73;11;10224
24869;951.71;10;14243
24873;59.92;15;14245
24892;186.20;8;4566
24897;303.97;1;14249
24903;483.41;1;14250
24908;387.87;1;1470
24909;306.05;4;9236
24915;169.33;12;3804
24952;262.91;6;6346
24979;270.88;3;9204
24988;106.96;5;12566
24995;75.92;3;7757
25003;185.36;1;11258
25027;955.50;15;3578
25033;938.00;2;14291
25036;741.71;3;14294
25055;192.20;3;14300
25059;225.90;9;10609
25076;255.36;3;13965
25099;88.97;2;12690
25108;972.34;13;5230
25109;120.06;5;10083
25111;330.74;13;14314
25117;331.33;5;13532
25134;899.02;2;4899
25157;137.09;7;14320
25171;576.11;1;1393
25172;377.64;5;14330
25179;230.02;5;11900
25181;464.25;13;14335
25197;353.43;2;14341
25218;856.54;5;8273
25226;319.47;8;149
25240;480.71;2;14352
25244;124.47;7;12997
25258;802.76;1;10161
25266;898.63;6;4757
25267;961.25;3;8032
25282;642.76;11;10502
25290;141.54;12;4830
25298;950.55;12;1995
25310;20.65;14;4852
25323;565.82;7;10551
25351;297.68;8;12442
25356;970.87;3;14384
25359;43.31;4;5907
25376;77.22;14;14392
25380;21.76;10;4491
25398;884.41;15;14395
25405;396.58;12;7886
25412;113.56;12;14400
25420;380.11;5;14402
25424;620.53;7;12147
25436;188.17;13;14407
25437;360.66;12;9358
25441;412.33;8;5362
25465;381.50;14;14413
25514;592.27;6;8243
25544;577.11;5;406
25549;289.53;7;1706
25561;878.39;5;8274
25565;608.60;9;14440
25603;617.46;15;13712
25605;661.75;2;14458
25607;384.69;2;14459
25615;898.80;4;4659
25619;147.87;1;1963
25625;411.05;3;668
25656;687.06;8;6879
25674;506.87;6;481
25681;960.73;8;14434
25700;708.31;14;8387
25703;547.90;15;11450
25726;554.09;7;2496
25729;180.28;10;11794
25747;414.29;7;14494
25756;710.83;7;14496
25765;125.90;6;12073
25786;471.03;3;14503
25807;307.76;5;14507
25831;761.47;5;1831
25837;90.36;5;14513
25869;308.78;5;9591
25895;988.54;6;6820
25900;203.63;3;1097
25959;667.96;2;14442
25960;743.73;5;12942
25961;880.76;4;10333
25970;924.86;15;2155
25981;799.49;11;934
25988;805.04;10;3249
26000;213.57;4;2664
26033;265.63;6;57
26035;995.24;7;2254
26047;974.66;4;14570
26049;750.18;10;14571
26095;613.46;6;2095
26102;617.23;2;6356
26119;613.18;5;6719
26120;734.48;7;11333
26122;377.89;14;3022
26127;340.21;12;12779
26128;594.73;9;14591
26134;263.92;8;11053
26144;113.14;4;13074
26162;689.03;4;8208
26173;91.24;7;14605
26184;249.89;5;5710
26187;692.52;12;14609
26195;581.23;14;8985
26204;845.09;2;2099
26228;251.52;6;14617
26230;678.32;11;5142
26234;91.82;6;14620
26251;944.32;14;13192
26264;181.32;8;13583
26276;993.60;9;12468
26286;528.89;12;276
26288;122.78;12;873
26297;607.42;9;1393
26322;314.72;4;9800
26326;386.76;2;14646
26329;54.85;7;14647
26369;569.50;3;6329
26410;311.22;7;11855
26443;823.62;2;1339
26445;279.52;12;14155
26451;373.79;5;12485
26468;136.53;7;3933
26481;682.14;13;14692
26498;820.97;7;5099
26500;131.17;14;14696
26503;350.98;7;14697
26505;818.76;10;2542
26519;261.27;13;11703
26533;726.96;14;14703
26551;183.87;14;3812
26561;846.17;10;8775
26580;565.56;2;11345
26608;694.91;12;11634
26654;640.35;13;5431
26660;633.49;14;4836
26662;134.13;9;12987
26670;621.52;1;14378
26699;134.87;2;3330
26729;882.57;3;14744
26746;141.08;5;10715
26760;707.80;3;14753
26812;152.63;13;14762
26817;669.17;11;2819
26821;849.70;4;6729
26839;606.09;13;12671
26845;501.04;13;7431
26847;429.89;6;13080
26850;121.49;11;14772
26855;532.30;13;12371
26870;402.37;11;14775
26873;759.84;14;10154
26883;709.34;13;5500
26892;225.98;13;5373
26910;878.74;10;14783
26912;800.37;7;3898
26922;332.78;12;7732
26942;50.23;1;9708
26956;383.47;14;10397
27000;976.94;15;8882
27046;55.12;8;14820
27097;860.88;1;14833
27101;672.35;2;14836
27106;693.64;2;14838
27117;90.48;7;8571
27121;763.04;2;14842
27155;121.98;15;14852
27172;112.96;2;6349
27174;500.30;13;8497
27188;916.08;6;12547
27190;421.40;9;149
27214;464.37;9;2317
27218;976.52;11;3928
27236;874.47;14;11266
27248;120.63;6;11217
27265;175.53;5;9019
27269;198.29;2;9447
27296;531.05;8;9663
27323;212.08;9;7314
27327;857.72;7;12017
27346;808.39;5;5164
27378;385.39;4;14911
27383;418.97;2;3056
27419;708.74;13;12161
27420;723.41;7;14925
27436;749.29;12;12200
27456;750.41;8;14856
27460;553.34;1;8530
27486;503.80;1;426
27494;869.12;4;7479
27542;320.84;5;12537
27550;821.17;2;4120
27610;352.42;2;14977
27641;244.78;11;11585
27671;27.67;7;14992
27676;269.08;15;584
27695;651.99;10;10165
27706;200.45;13;14656
27715;489.09;15;10096
27731;564.80;9;12464
27769;930.68;4;15016
27776;622.65;10;15019
27780;296.27;13;6860
27787;194.92;6;14989
27811;927.20;13;1516
27816;124.44;2;7150
27822;861.11;13;1808
27838;183.01;6;15032
27858;902.81;5;1966
27865;781.19;7;4973
27877;193.22;6;15046
27878;960.18;1;15047
27879;177.73;1;4823
27885;97.39;6;1030
27886;515.15;14;15050
27908;622.60;3;5821
27944;599.95;5;7348
27948;152.93;8;15064
27975;805.23;8;11264
27997;39.93;9;3191
27998;292.39;6;15078
28047;991.99;3;2247
28056;547.63;2;8091
28068;212.54;15;536
28073;602.07;5;15096
28077;49.34;7;10785
28080;116.35;4;15100
28083;307.33;1;15102
28084;238.27;2;15103
28108;156.35;5;11517
28121;543.68;10;11786
28150;610.87;6;10433
28155;22.86;15;11656
28167;120.70;14;8851
28171;936.70;10;7566
28173;612.23;1;6326
28178;659.83;1;5438
28187;981.15;8;2498
28190;706.70;8;7841
28251;517.33;14;15135
28254;63.78;12;15137
28278;914.64;11;13495
28283;741.38;5;8719
28285;201.41;6;15143
28291;204.08;8;11599
28299;68.72;15;15147
28331;562.25;15;3780
28340;789.97;8;12502
28342;202.26;10;869
28358;742.25;3;7621
28367;433.69;14;6291
28411;511.63;5;3958
28420;453.53;1;11815
28441;162.04;7;11979
28454;494.43;4;3957
28458;196.57;8;5940
28484;390.10;7;944
28495;319.86;6;638
28505;998.91;15;11629
28506;342.59;8;3367
28520;698.41;10;13623
28542;98.70;11;2919
28552;918.12;2;8864
28564;181.57;15;15207
28573;178.35;14;8090
28591;233.67;4;15214
28602;146.44;4;1476
28605;192.58;13;5023
28625;245.56;2;9516
28654;59.26;7;14669
28658;957.97;13;7714
28664;117.39;4;6092
28671;952.18;8;9541
28678;358.62;3;9784
28695;876.28;15;9116
28714;261.88;8;15247
28715;716.80;10;15248
28720;204.11;2;7380
28735;371.78;9;5456
28755;249.91;10;15260
28764;163.33;7;4060
28765;552.07;1;15266
28766;324.75;11;469
28774;109.75;7;7807
28792;896.48;9;3972
28828;173.31;7;13534
28830;537.03;7;15284
28834;582.03;9;10934
28860;99.75;10;59
28886;289.55;9;15293
28895;231.90;7;15298
28898;199.25;10;15299
28900;505.79;12;10346
28906;486.97;9;7031
28919;500.24;7;14207
28995;68.98;7;1144
29000;984.40;6;15324
29010;291.95;6;13919
29015;783.28;5;5593
29056;446.50;12;15338
29058;166.03;4;7456
29070;82.36;3;15280
29081;90.53;6;8164
29086;318.74;11;11536
29087;429.84;13;15347
29094;379.11;1;10837
29116;214.84;1;499
29126;355.72;8;8514
29165;402.89;7;5614
29180;497.72;2;14997
29183;276.48;6;8652
29201;422.83;1;1929
29203;636.36;2;8498
29216;169.53;9;11711
29221;553.13;5;15380
29240;705.85;3;15386
29241;79.40;6;1370
29244;200.97;9;10580
29248;117.11;1;15388
29249;121.88;10;10333
29276;700.63;10;4874
29308;391.61;15;15405
29350;435.14;7;14947
29373;922.56;8;10110
29387;790.42;7;9380
29388;342.75;8;15422
29495;226.53;7;15454
29540;35.39;6;1002
29546;568.98;1;8400
29556;538.42;15;4325
29566;994.39;11;14242
29567;416.61;11;15471
29569;537.34;7;8473
29579;226.85;2;11710
29580;50.88;7;14258
29589;636.37;6;6520
29592;680.38;7;14814
29595;393.53;13;15480
29609;854.62;1;3593
29613;326.62;3;11421
29617;787.74;9;14690
29631;286.01;6;9478
29635;424.39;5;15490
29640;267.89;4;15491
29658;792.35;1;15494
29671;429.07;2;15497
29676;440.05;8;13791
29689;186.92;10;9692
29740;892.26;7;3999
29742;223.40;14;12523
29759;914.52;15;15520
29761;953.65;15;13681
29778;243.49;11;12814
29799;238.18;8;10986
29835;654.17;8;11557
29838;891.14;14;15538
29864;670.79;14;1714
29880;918.47;12;3957
29906;401.02;10;11006
29907;832.36;13;10517
29917;804.27;4;4940
29918;583.29;5;9788
29949;167.97;14;6407
29982;381.17;10;15572
29990;770.42;13;12845
30009;894.65;8;14807
30019;124.35;8;15581
30036;485.02;14;9075
30044;648.97;9;15587
30062;767.36;11;463
30086;877.07;10;13550
30087;585.66;1;6766
30098;299.20;1;15598
30100;966.88;2;8159
30130;503.42;15;12776
30139;163.57;6;5700
30154;735.08;9;11985
30160;614.28;1;15614
30165;565.67;5;4015
30170;905.96;4;3911
30181;370.41;9;15623
30187;117.12;15;5509
30189;321.63;10;3182
30202;178.12;3;4190
30217;226.64;15;7775
30219;849.11;12;8356
30223;979.19;1;12988
30227;857.93;9;7391
30231;322.46;11;6730
30242;563.01;10;4490
30245;979.20;13;15637
30275;538.05;1;14491
30279;815.46;7;975
30285;730.60;14;15647
30358;674.35;5;14228
30383;792.03;5;15668
30397;956.39;11;15672
30399;80.20;7;15054
30400;975.43;4;1140
30451;594.40;3;15296
30453;384.59;4;7827
30483;136.46;8;15689
30501;712.83;15;14205
30511;181.99;12;1711
30541;40.76;5;9982
30548;789.80;8;5376
30571;477.57;15;15707
30591;75.94;15;6428
30603;724.60;1;856
30605;398.70;8;15712
30612;536.09;11;2408
30616;513.43;15;3645
30622;299.03;1;3939
30628;595.19;2;14934
30630;890.53;2;7565
30634;610.07;3;7899
30656;541.88;1;13198
30669;520.07;7;15724
30689;514.06;14;8586
30697;834.87;14;15734
30714;792.90;11;5225
30721;378.35;7;9204
30723;966.71;8;15740
30736;990.74;11;8608
30749;693.49;8;62
30754;781.21;9;15748
30755;871.16;11;8424
30762;837.39;3;15750
30765;769.18;11;4210
30785;185.27;14;15758
30788;916.06;8;14698
30791;429.46;12;2072
30802;978.99;5;15761
30808;507.28;12;14479
30821;808.86;12;10298
30828;263.38;8;9591
30840;379.00;15;12812
30874;245.91;1;7855
30920;91.35;2;15322
30923;734.33;7;1621
30932;244.74;10;15785
30961;828.80;14;7775
30963;862.08;15;3899
30974;501.45;10;968
30992;911.66;8;7020
31002;977.75;13;2852
31015;942.14;13;13062
31026;203.75;7;15797
31030;548.35;9;12422
31053;316.11;13;10842
31060;607.43;7;5455
31110;82.29;7;15816
31111;385.10;11;6086
31122;483.58;7;10586
31131;897.29;7;7100
31149;82.07;14;10270
31152;569.03;1;15826
31161;679.07;14;10456
31173;874.89;7;324
31192;721.22;13;15409
31197;232.01;1;15835
31205;693.18;5;15764
31225;819.44;15;9214
31238;645.74;10;8047
31242;512.45;11;558
31245;502.09;1;15846
31248;887.67;15;13046
31255;93.04;15;15847
31292;708.45;4;15853
31299;28.88;9;4463
31314;589.61;1;15859
31338;952.78;1;6029
31341;720.78;1;9646
31352;732.90;5;15868
31363;144.53;7;1155
31364;508.39;14;2843
31381;215.94;5;6764
31404;210.63;9;7570
31423;353.61;9;9280
31465;787.92;7;11361
31482;433.76;8;7529
31486;61.79;9;1323
31506;530.44;13;9427
31514;982.16;2;9165
31515;407.52;10;12322
31518;139.52;13;5908
31552;184.05;2;8067
31559;526.86;6;7183
31590;711.24;14;13557
