AmountID;CustomerID;EmployeeID
16777;11330;13
16778;1786;55
16779;6015;126
16780;8383;10
16781;11331;128
16782;11332;157
16783;10719;158
16784;11333;23
16785;11334;150
16786;10542;78
16787;6951;93
16788;11335;106
16789;4378;162
16790;8995;128
16791;11336;188
16792;11337;93
16793;11338;130
16794;7855;3
16795;10136;72
16796;9702;80
16797;8630;178
16798;11339;41
16799;1032;116
16800;11340;90
16801;11341;106
16802;11342;164
16803;11343;57
16804;11344;117
16805;11345;148
16806;6391;24
16807;9663;188
16808;11346;172
16809;2684;107
16810;11347;94
16811;1977;53
16812;1484;111
16813;10340;52
16814;11348;152
16815;11349;146
16816;43;152
16817;9331;167
16818;5209;183
16819;11350;167
16820;10779;47
16821;2625;20
16822;11351;107
16823;360;54
16824;1618;94
16825;8862;200
16826;11352;158
16827;11353;79
16828;11354;106
16829;5469;193
16830;6980;184
16831;11355;116
16832;2375;84
16833;6348;78
16834;11356;38
16835;11357;198
16836;4021;135
16837;1519;67
16838;8011;82
16839;11358;81
16840;66;184
16841;10638;114
16842;11359;36
16843;6570;130
16844;7722;97
16845;6766;39
16846;11360;49
16847;11361;130
16848;1517;23
16849;1331;108
16850;10000;24
16851;11362;60
16852;11363;35
16853;6602;150
16854;2312;161
16855;2116;45
16856;4408;13
16857;11364;112
16858;9279;96
16859;10147;101
16860;11365;12
16861;11366;4
16862;1213;108
16863;6674;176
16864;11367;73
16865;11368;66
16866;3173;38
16867;4298;79
16868;11369;67
16869;11370;183
16870;2715;94
16871;5646;2
16872;2840;65
16873;1149;80
16874;445;159
16875;11371;2
16876;11372;30
16877;8351;82
16878;2385;13
16879;11373;71
16880;11374;62
16881;5354;143
16882;9755;128
16883;11375;104
16884;11200;153
16885;11376;116
16886;11377;17
16887;3773;198
16888;11378;65
16889;457;173
16890;7772;190
16891;11379;170
16892;9934;9
16893;1546;122
16894;11380;136
16895;11381;130
16896;689;46
16897;11382;156
16898;2772;144
16899;7301;109
16900;11383;189
16901;11384;59
16902;11385;191
16903;10566;108
16904;1640;22
16905;10784;167
16906;5675;174
16907;11386;70
16908;11387;94
16909;7322;199
16910;11388;57
16911;11389;16
16912;9192;182
16913;1772;64
16914;11390;11
16915;11391;195
16916;5523;158
16917;6441;189
16918;10968;15
16919;9565;9
16920;6618;133
16921;11392;17
16922;1302;168
16923;11393;45
16924;1269;198
16925;11394;32
16926;4494;25
16927;11395;126
16928;7882;120
16929;4465;29
16930;11396;27
16931;8500;88
16932;1021;175
16933;7633;5
16934;11397;105
16935;11398;176
16936;1114;117
16937;2552;125
16938;6899;60
16939;11399;26
16940;11400;103
16941;10673;16
16942;11401;190
16943;6202;74
16944;3813;114
16945;11402;142
16946;11403;60
16947;3608;158
16948;9616;142
16949;2371;36
16950;3108;122
16951;7270;185
16952;8672;68
16953;1498;144
16954;3308;91
16955;2848;71
16956;11404;69
16957;11405;61
16958;11406;118
16959;1149;156
16960;8854;49
16961;609;153
16962;11407;112
16963;11408;95
16964;474;55
16965;7139;184
16966;6324;50
16967;11409;137
16968;11410;61
16969;6640;116
16970;11411;137
16971;8756;64
16972;11412;133
16973;6048;39
16974;11413;153
16975;11414;122
16976;11363;159
16977;4936;191
16978;9123;45
16979;4437;86
16980;9042;175
16981;11415;59
16982;10659;121
16983;11416;109
16984;11417;195
16985;11418;30
16986;6318;157
16987;8378;50
16988;11419;61
16989;10807;1
16990;10595;163
16991;6961;117
16992;11420;19
16993;8355;30
16994;11421;170
16995;6936;12
16996;11138;89
16997;10355;34
16998;11422;163
16999;5096;123
17000;7443;13
17001;2234;155
17002;11423;10
17003;8253;25
17004;11424;61
17005;6839;112
17006;11425;151
17007;11426;89
17008;11427;48
17009;11428;193
17010;7565;157
17011;11429;102
17012;10941;37
17013;11430;26
17014;9537;163
17015;11431;19
17016;11432;165
17017;11433;54
17018;11434;85
17019;2744;108
17020;11435;154
17021;11436;10
17022;11437;42
17023;9638;188
17024;11438;167
17025;11439;172
17026;1781;135
17027;8632;84
17028;1065;70
17029;11440;78
17030;10625;79
17031;11441;189
17032;11442;85
17033;3156;37
17034;974;18
17035;11443;93
17036;11423;198
17037;11444;121
17038;5758;17
17039;8374;182
17040;11445;51
17041;414;61
17042;3371;4
17043;11446;54
17044;6851;145
17045;1574;6
17046;11447;189
17047;11448;180
17048;9515;98
17049;1915;160
17050;11449;81
17051;2010;178
17052;10470;138
17053;10610;84
17054;6554;89
17055;11450;83
17056;10743;60
17057;976;118
17058;11451;48
17059;2456;75
17060;11452;134
17061;11453;92
17062;10145;70
17063;11454;4
17064;11455;79
17065;10563;176
17066;11456;73
17067;7964;108
17068;11457;77
17069;1706;103
17070;1161;172
17071;2844;190
17072;11458;173
17073;11459;126
17074;3976;164
17075;106;111
17076;9841;37
17077;11460;14
17078;10263;31
17079;11461;115
17080;1076;49
17081;11462;192
17082;11463;101
17083;11345;198
17084;11464;161
17085;10936;64
17086;5798;50
17087;11465;188
17088;9414;37
17089;3735;144
17090;2402;176
17091;7322;128
17092;11332;142
17093;11466;48
17094;11467;90
17095;11468;138
17096;3998;40
17097;3594;195
17098;4749;161
17099;11469;174
17100;8261;35
17101;11470;26
17102;11471;96
17103;11472;66
17104;11473;34
17105;11474;151
17106;9702;140
17107;11475;178
17108;2771;86
17109;11476;175
17110;9230;24
17111;11477;158
17112;8100;73
17113;10220;110
17114;3234;162
17115;2004;25
17116;11147;146
17117;11478;92
17118;238;98
17119;9956;110
17120;6463;110
17121;11099;175
17122;11479;159
17123;3616;116
17124;4755;173
17125;3002;7
17126;7590;29
17127;1888;117
17128;11480;184
17129;11481;126
17130;11482;1
17131;11483;166
17132;11204;182
17133;11484;165
17134;11485;30
17135;1282;148
17136;11486;2
17137;2049;168
17138;9379;1
17139;6512;174
17140;10547;77
17141;620;4
17142;11487;27
17143;5107;94
17144;1954;113
17145;11488;83
17146;3729;42
17147;8152;61
17148;3146;131
17149;11489;64
17150;11490;72
17151;11491;68
17152;9311;187
17153;11492;25
17154;6857;143
17155;11493;189
17156;4401;198
17157;11494;61
17158;11495;116
17159;7667;4
17160;2390;93
17161;3335;128
17162;6567;153
17163;8769;26
17164;11373;196
17165;4874;115
17166;11496;81
17167;2949;163
17168;11497;161
17169;11498;147
17170;8325;45
17171;11499;43
17172;11500;40
17173;11501;18
17174;8949;82
17175;11502;135
17176;9619;80
17177;11503;97
17178;8831;146
17179;11504;132
17180;11505;10
17181;11506;28
17182;11507;151
17183;11508;12
17184;2343;67
17185;6688;61
17186;41;183
17187;8984;19
17188;11509;58
17189;1171;21
17190;10751;54
17191;11510;6
17192;11511;196
17193;10428;186
17194;9224;198
17195;11512;147
17196;4883;169
17197;8116;175
17198;9964;57
17199;2572;170
17200;8028;72
17201;456;39
17202;11513;15
17203;11514;14
17204;11515;109
17205;8969;127
17206;7540;44
17207;11516;103
17208;11517;155
17209;11518;35
17210;3203;180
17211;11519;71
17212;6841;4
17213;23;128
17214;2061;125
17215;9174;178
17216;11520;73
17217;11521;45
17218;923;141
17219;11522;183
17220;9766;4
17221;11523;134
17222;7603;39
17223;11524;7
17224;11525;13
17225;11526;43
17226;11527;134
17227;11528;149
17228;5505;112
17229;11529;150
17230;2703;120
17231;1177;127
17232;10265;103
17233;11530;73
17234;9939;186
17235;11531;16
17236;3157;9
17237;9787;42
17238;11532;172
17239;1156;200
17240;11533;15
17241;11534;12
17242;7236;116
17243;11535;165
17244;11536;145
17245;10602;197
17246;3343;83
17247;9423;45
17248;5888;184
17249;11537;176
17250;2790;31
17251;5737;43
17252;7183;86
17253;11065;77
17254;11538;164
17255;6622;52
17256;4170;56
17257;9150;116
17258;6869;24
17259;7280;178
17260;1282;198
17261;5472;173
17262;5174;161
17263;11539;168
17264;11540;137
17265;8182;78
17266;3869;188
17267;5413;30
17268;11541;169
17269;342;170
17270;10608;71
17271;11542;59
17272;11543;149
17273;11544;96
17274;11545;104
17275;2746;77
17276;3298;101
17277;11546;53
17278;9032;102
17279;3954;51
17280;11547;168
17281;11548;45
17282;11549;162
17283;7401;28
17284;1061;178
17285;11550;23
17286;11551;40
17287;11552;11
17288;11553;99
17289;11554;164
17290;10779;140
17291;4579;169
17292;11555;159
17293;6282;178
17294;11556;70
17295;11557;61
17296;8510;155
17297;11558;184
17298;9400;157
17299;9521;71
17300;11559;25
17301;11560;126
17302;10796;152
17303;276;96
17304;11561;40
17305;11562;186
17306;11563;133
17307;11564;100
17308;10699;49
17309;192;23
17310;728;114
17311;7139;140
17312;11565;105
17313;11566;112
17314;4444;66
17315;5640;68
17316;6135;33
17317;11567;198
17318;11568;139
17319;11569;100
17320;1925;99
17321;1217;180
17322;10260;40
17323;3182;22
17324;10398;175
17325;11570;135
17326;11571;79
17327;9207;12
17328;7946;159
17329;11572;64
17330;11573;101
17331;11574;70
17332;11117;158
17333;424;197
17334;10727;115
17335;6173;12
17336;9797;175
17337;3898;170
17338;6121;36
17339;5784;88
17340;11575;81
17341;6935;31
17342;10918;166
17343;6705;32
17344;1087;16
17345;11576;85
17346;2425;74
17347;4725;85
17348;9525;55
17349;10462;38
17350;10270;52
17351;2474;148
17352;6858;76
17353;11577;58
17354;8494;138
17355;11578;163
17356;11579;48
17357;2239;185
17358;11580;22
17359;7657;90
17360;9837;74
17361;11581;5
17362;11582;168
17363;11583;40
17364;11584;84
17365;3455;188
17366;846;67
17367;11585;173
17368;8250;25
17369;71;176
17370;11586;191
17371;10980;161
17372;11587;36
17373;11588;144
17374;1255;6
17375;10811;120
17376;1313;140
17377;11589;60
17378;11590;140
17379;11285;67
17380;10552;174
17381;8547;61
17382;2333;83
17383;11591;191
17384;1416;10
17385;11592;164
17386;11593;14
17387;4629;183
17388;1578;11
17389;9636;141
17390;11594;105
17391;11595;71
17392;11596;17
17393;5614;195
17394;11597;68
17395;2268;91
17396;11598;70
17397;2795;137
17398;11599;118
17399;11600;114
17400;11601;59
17401;9104;74
17402;9277;161
17403;5345;157
17404;8216;138
17405;11602;156
17406;11603;9
17407;11604;195
17408;2727;29
17409;3878;188
17410;11605;146
17411;11606;91
17412;11607;22
17413;11608;130
17414;2900;3
17415;11609;63
17416;11610;59
17417;6305;169
17418;4880;1
17419;11611;89
17420;11612;147
17421;4658;25
17422;9845;18
17423;3234;130
17424;3326;123
17425;11613;91
17426;11614;66
17427;7652;150
17428;2434;6
17429;3854;158
17430;11615;24
17431;127;140
17432;7416;93
17433;8729;62
17434;11402;41
17435;11616;180
17436;3379;156
17437;7214;90
17438;3513;20
17439;11617;58
17440;3652;22
17441;8952;181
17442;6752;157
17443;7999;69
17444;11618;5
17445;10546;74
17446;11619;59
17447;11620;19
17448;7498;54
17449;5828;177
17450;7937;192
17451;96;14
17452;11621;163
17453;10051;179
17454;5139;166
17455;11622;9
17456;9312;39
17457;6911;79
17458;11298;177
17459;6952;35
17460;4065;166
17461;9761;62
17462;11623;78
17463;11624;19
17464;11625;10
17465;476;20
17466;4701;33
17467;11626;75
17468;5175;105
17469;7147;151
17470;11424;135
17471;6654;159
17472;4778;74
17473;11627;11
17474;11628;176
17475;11629;180
17476;11630;102
17477;1076;97
17478;8583;148
17479;1677;127
17480;3862;74
17481;11631;106
17482;11632;57
17483;11633;115
17484;11634;97
17485;11635;88
17486;11636;97
17487;11637;183
17488;1493;106
17489;3893;76
17490;11638;168
17491;11639;108
17492;11640;8
17493;11641;95
17494;5379;38
17495;3739;81
17496;2035;16
17497;5740;109
17498;2737;145
17499;10157;178
17500;3415;97
17501;11642;173
17502;6809;42
17503;11643;138
17504;11644;123
17505;4316;181
17506;11645;39
17507;11646;150
17508;11301;3
17509;6623;134
17510;11647;75
17511;11648;73
17512;8210;183
17513;11649;56
17514;2988;65
17515;11650;143
17516;11651;56
17517;1897;185
17518;498;8
17519;2651;27
17520;11652;64
17521;11653;91
17522;6208;131
17523;6970;3
17524;3228;101
17525;3323;94
17526;696;162
17527;8771;40
17528;5110;5
17529;11654;137
17530;10575;16
17531;11655;19
17532;8397;1
17533;5681;38
17534;11656;191
17535;8266;5
17536;11657;9
17537;7087;144
17538;11658;136
17539;955;119
17540;2021;164
17541;11659;200
17542;6373;158
17543;3507;14
17544;8241;126
17545;11660;120
17546;5144;84
17547;7286;115
17548;11601;94
17549;7410;130
17550;5688;163
17551;4170;143
17552;8410;169
17553;2636;193
17554;6027;145
17555;99;178
17556;11661;54
17557;2784;65
17558;446;198
17559;7365;127
17560;11662;181
17561;11213;183
17562;2983;96
17563;11663;66
17564;5309;70
17565;11664;122
17566;5518;162
17567;9756;79
17568;11665;70
17569;7935;185
17570;10300;78
17571;11666;28
17572;443;125
17573;10571;48
17574;11667;121
17575;8882;88
17576;10138;184
17577;11668;93
17578;11669;108
17579;11670;103
17580;11671;136
17581;3815;92
17582;11672;168
17583;6423;2
17584;11673;150
17585;11674;179
17586;11675;2
17587;1719;188
17588;6265;33
17589;1545;60
17590;4327;185
17591;1852;75
17592;11676;15
17593;7543;15
17594;7001;34
17595;5059;3
17596;3535;117
17597;11677;49
17598;1587;68
17599;3300;74
17600;11678;193
17601;11679;104
17602;11680;90
17603;4578;118
17604;662;17
17605;11681;189
17606;11682;61
17607;11683;162
17608;375;196
17609;7582;53
17610;11684;148
17611;11369;112
17612;11685;110
17613;3470;152
17614;11686;144
17615;11687;52
17616;11403;197
17617;11688;189
17618;6255;98
17619;11689;65
17620;11690;19
17621;11691;122
17622;11692;114
17623;11693;86
17624;935;18
17625;9460;123
17626;4617;198
17627;11694;155
17628;11695;186
17629;11696;83
17630;4506;154
17631;2312;66
17632;11575;69
17633;5327;186
17634;2226;60
17635;11697;187
17636;11698;117
17637;1030;2
17638;7190;125
17639;6823;106
17640;1020;152
17641;10720;96
17642;3256;131
17643;627;136
17644;11699;5
17645;2021;20
17646;6706;14
17647;11700;63
17648;5421;107
17649;10944;79
17650;6978;176
17651;11701;122
17652;4456;63
17653;10162;33
17654;11702;55
17655;7333;53
17656;11703;169
17657;478;197
17658;11704;45
17659;11705;162
17660;11706;58
17661;11707;121
17662;11708;34
17663;4888;128
17664;11709;174
17665;11710;104
17666;11711;176
17667;6712;43
17668;11712;81
17669;11713;144
17670;271;197
17671;11714;155
17672;11715;48
17673;11716;124
17674;288;77
17675;9555;50
17676;9007;2
17677;11717;162
17678;11718;28
17679;1939;165
17680;807;92
17681;11719;13
17682;7433;62
17683;11720;97
17684;11721;70
17685;3460;192
17686;7339;92
17687;7795;127
17688;11722;184
17689;4358;41
17690;11723;142
17691;3262;51
17692;11724;118
17693;11725;122
17694;10869;142
17695;399;50
17696;11726;177
17697;11727;86
17698;11728;183
17699;2725;63
17700;11729;153
17701;11730;144
17702;11731;50
17703;9516;108
17704;11732;9
17705;11733;108
17706;8902;24
17707;1629;162
17708;7449;163
17709;11734;73
17710;11735;38
17711;5697;7
17712;11736;165
17713;2681;35
17714;11737;75
17715;11738;151
17716;1141;113
17717;10636;131
17718;11739;80
17719;6933;114
17720;10242;124
17721;7017;73
17722;1326;147
17723;2630;1
17724;4296;79
17725;11740;33
17726;11741;52
17727;11212;161
17728;2077;42
17729;3279;167
17730;10719;31
17731;6455;82
17732;5818;59
17733;10098;58
17734;2464;144
17735;11742;76
17736;6294;188
17737;11743;113
17738;1659;134
17739;11051;105
17740;8587;111
17741;7687;138
17742;6711;86
17743;7945;77
17744;11744;13
17745;11745;107
17746;5783;13
17747;11746;151
17748;6560;46
17749;11747;53
17750;11748;135
17751;11749;16
17752;1860;96
17753;7505;114
17754;5266;8
17755;11750;169
17756;11751;7
17757;3845;72
17758;1452;27
17759;11752;185
17760;11753;46
17761;11754;192
17762;3625;185
17763;8767;177
17764;7832;195
17765;7426;38
17766;2286;19
17767;11755;118
17768;11756;173
17769;1387;163
17770;10143;101
17771;2058;10
17772;8017;150
17773;11757;112
17774;11602;194
17775;11758;97
17776;11759;65
17777;11760;125
17778;10081;140
17779;10875;89
17780;11761;163
17781;11711;81
17782;2821;90
17783;11762;97
17784;1849;127
17785;11763;29
17786;2036;5
17787;354;185
17788;7581;122
17789;11764;54
17790;11765;157
17791;2556;93
17792;2874;100
17793;5073;118
17794;11766;21
17795;11767;105
17796;5883;68
17797;3845;146
17798;4899;51
17799;11768;182
17800;1102;16
17801;9393;84
17802;11769;103
17803;11770;160
17804;39;140
17805;323;110
17806;11771;145
17807;11772;199
17808;3866;118
17809;4077;118
17810;11773;95
17811;5749;32
17812;4582;117
17813;11774;185
17814;9098;26
17815;11775;184
17816;11776;115
17817;5660;52
17818;4050;162
17819;5060;56
17820;11777;118
17821;318;190
17822;5088;60
17823;4532;192
17824;11778;15
17825;11779;187
17826;2400;130
17827;9430;175
17828;5502;78
17829;6805;72
17830;11780;53
17831;11781;48
17832;5884;16
17833;8284;42
17834;11782;78
17835;6896;189
17836;10580;76
17837;7914;96
17838;11783;178
17839;11784;130
17840;3950;177
17841;3735;34
17842;8350;87
17843;8368;169
17844;5236;58
17845;6909;99
17846;11785;156
17847;1788;44
17848;11786;50
17849;11787;56
17850;11788;2
17851;1945;26
17852;11789;133
17853;11790;165
17854;6048;45
17855;11791;28
17856;1370;35
17857;11792;67
17858;11793;43
17859;11794;76
17860;879;90
17861;10455;3
17862;11795;171
17863;11796;129
17864;11797;83
17865;5103;158
17866;9379;107
17867;9447;96
17868;11798;111
17869;2541;190
17870;11799;31
17871;7312;118
17872;8743;66
17873;9734;103
17874;11800;181
17875;10085;90
17876;5286;154
17877;4778;18
17878;11801;23
17879;7783;23
17880;9463;200
17881;5928;164
17882;7350;127
17883;937;16
17884;11802;194
17885;11803;84
17886;6852;33
17887;1814;22
17888;11804;133
17889;4097;42
17890;11805;37
17891;8561;52
17892;8215;78
17893;5668;50
17894;11806;115
17895;11807;104
17896;11808;18
17897;11809;60
17898;11810;66
17899;11811;96
17900;2114;102
17901;7007;126
17902;7668;6
17903;11812;196
17904;11017;175
17905;2283;104
17906;11813;175
17907;10916;68
17908;7992;12
17909;1745;32
17910;10210;14
17911;9552;154
17912;6095;180
17913;7276;81
17914;11814;41
17915;2992;97
17916;5772;163
17917;11815;11
17918;11816;5
17919;10663;144
17920;986;108
17921;6152;19
17922;11817;160
17923;9534;8
17924;11818;121
17925;11819;44
17926;11820;65
17927;11821;119
17928;11822;137
17929;11823;189
17930;2025;56
17931;10890;22
17932;11824;6
17933;11825;38
17934;11826;15
17935;5028;26
17936;11827;113
17937;11828;173
17938;11829;116
17939;3429;156
17940;5077;141
17941;4897;119
17942;5904;117
17943;10870;70
17944;11830;179
17945;11831;42
17946;1278;61
17947;11832;127
17948;1261;104
17949;1445;16
17950;11833;13
17951;11834;10
17952;4536;115
17953;11835;28
17954;4182;119
17955;10501;102
17956;11442;200
17957;7953;141
17958;11836;97
17959;11837;36
17960;10969;18
17961;11838;61
17962;5485;65
17963;9043;77
17964;11839;165
17965;11840;159
17966;11841;97
17967;11842;46
17968;6820;110
17969;9606;84
17970;8427;196
17971;10139;59
17972;10360;88
17973;11843;163
17974;3411;76
17975;11844;124
17976;9882;62
17977;1987;73
17978;11845;78
17979;1053;171
17980;5535;155
17981;11846;101
17982;11847;77
17983;11848;96
17984;8371;200
17985;11849;14
17986;3813;131
17987;4102;49
17988;11850;116
17989;11569;73
17990;2763;184
17991;11851;163
17992;11852;73
17993;1878;13
17994;2113;196
17995;7034;168
17996;6806;78
17997;11853;132
17998;4625;7
17999;9590;107
18000;747;66
18001;8282;3
18002;11854;179
18003;11855;119
18004;7935;17
18005;3192;12
18006;1087;179
18007;10381;192
18008;1230;132
18009;11856;47
18010;11857;148
18011;11858;64
18012;801;138
18013;11859;165
18014;11860;13
18015;11861;55
18016;6614;25
18017;10127;112
18018;11862;170
18019;5294;132
18020;11863;91
18021;10649;51
18022;9240;90
18023;11864;171
18024;4130;90
18025;1949;29
18026;10630;131
18027;8788;177
18028;9092;160
18029;11865;9
18030;10894;138
18031;7615;34
18032;10711;10
18033;11866;95
18034;11867;80
18035;3905;38
18036;11868;50
18037;9870;23
18038;11869;125
18039;11870;35
18040;11871;32
18041;11872;6
18042;2663;5
18043;11873;103
18044;11874;112
18045;10816;59
18046;6204;39
18047;11875;80
18048;7765;30
18049;10345;68
18050;11876;40
18051;9168;19
18052;11877;40
18053;7223;48
18054;2804;17
18055;10579;8
18056;2691;91
18057;11878;23
18058;11879;20
18059;11880;124
18060;7422;105
18061;11881;191
18062;7327;186
18063;39;135
18064;3248;105
18065;6337;24
18066;11882;50
18067;3593;5
18068;10827;18
18069;249;162
18070;11883;18
18071;4101;130
18072;11884;173
18073;11885;79
18074;11524;183
18075;11886;39
18076;11887;118
18077;7075;110
18078;11888;49
18079;8421;50
18080;11889;143
18081;11890;125
18082;6822;105
18083;11891;133
18084;5098;103
18085;8339;97
18086;11892;84
18087;11893;18
18088;8256;23
18089;11894;151
18090;11895;11
18091;11896;13
18092;11897;112
18093;11898;116
18094;9717;163
18095;11899;165
18096;11900;164
18097;11901;108
18098;10062;188
18099;9515;48
18100;4820;131
18101;10959;104
18102;11902;149
18103;11903;69
18104;9469;23
18105;6053;44
18106;11904;49
18107;5269;13
18108;11905;65
18109;11906;86
18110;11907;119
18111;6292;196
18112;2484;191
18113;11908;26
18114;11909;163
18115;11910;105
18116;904;74
18117;11911;19
18118;2559;86
18119;6672;190
18120;11404;111
18121;2928;33
18122;6473;152
18123;10719;127
18124;4524;181
18125;11912;41
18126;1760;8
18127;11913;34
18128;9707;47
18129;11914;56
18130;11915;114
18131;11916;183
18132;9072;113
18133;11917;34
18134;11918;172
18135;10454;23
18136;6163;113
18137;3958;189
18138;9658;51
18139;11752;28
18140;5988;114
18141;11919;124
18142;11920;176
18143;11921;39
18144;11922;157
18145;11923;99
18146;11924;57
18147;11925;56
18148;5842;109
18149;11926;85
18150;3652;141
18151;11847;140
18152;9882;142
18153;8314;89
18154;7286;105
18155;11927;123
18156;11928;152
18157;11929;160
18158;11930;71
18159;11931;124
18160;11932;22
18161;10977;196
18162;930;32
18163;1946;128
18164;8125;150
18165;6250;179
18166;4431;78
18167;11933;102
18168;11934;11
18169;11935;13
18170;11936;145
18171;11937;59
18172;11938;160
18173;11939;30
18174;8710;129
18175;4498;28
18176;3369;14
18177;11940;93
18178;11941;181
18179;11942;176
18180;1915;198
18181;4666;65
18182;11943;84
18183;11944;167
18184;9424;41
18185;1633;41
18186;11945;56
18187;11415;195
18188;11946;132
18189;5636;135
18190;2152;80
18191;7271;129
18192;9064;73
18193;8112;5
18194;11947;80
18195;3286;176
18196;1184;2
18197;10312;132
18198;11948;151
18199;11949;51
18200;11444;56
18201;5649;181
18202;2715;152
18203;4166;192
18204;11950;81
18205;1175;50
18206;11951;76
18207;11783;49
18208;10286;2
18209;11952;182
18210;11953;166
18211;3153;20
18212;11954;107
18213;8658;186
18214;11955;72
18215;5153;103
18216;11956;17
18217;11957;3
18218;11958;33
18219;2170;117
18220;9070;94
18221;2987;100
18222;10850;44
18223;11959;4
18224;9082;195
18225;11960;122
18226;11961;164
18227;6848;184
18228;11962;156
18229;7399;108
18230;11963;160
18231;11964;199
18232;11965;105
18233;9580;144
18234;11966;53
18235;11967;178
18236;1565;111
18237;2913;48
18238;11968;96
18239;9179;60
18240;4576;18
18241;11969;22
18242;4203;189
18243;2631;95
18244;2258;80
18245;1943;190
18246;601;124
18247;569;191
18248;11970;180
18249;4293;136
18250;11971;104
18251;5206;110
18252;3244;158
18253;11972;117
18254;10633;110
18255;11973;2
18256;11974;30
18257;11975;144
18258;5683;146
18259;11976;79
18260;8870;47
18261;11977;7
18262;11906;59
18263;5679;140
18264;11978;85
18265;2749;50
18266;7204;102
18267;10008;185
18268;2311;158
18269;10872;115
18270;6115;119
18271;2114;64
18272;9717;44
18273;11979;146
18274;3374;58
18275;2659;167
18276;6401;7
18277;11537;25
18278;3823;42
18279;10908;36
18280;9689;10
18281;5752;104
18282;6967;69
18283;11980;198
18284;10556;154
18285;11981;162
18286;8689;120
18287;7303;127
18288;5811;38
18289;11982;194
18290;11983;135
18291;3431;48
18292;5836;96
18293;11364;36
18294;8027;63
18295;4441;120
18296;11984;166
18297;11985;42
18298;11986;187
18299;11987;38
18300;9243;121
18301;11657;9
18302;11988;126
18303;7892;119
18304;11989;50
18305;11990;49
18306;9102;195
18307;8211;50
18308;11991;34
18309;1884;140
18310;3502;98
18311;3722;174
18312;10746;17
18313;2593;33
18314;11992;180
18315;11993;189
18316;9731;103
18317;6336;199
18318;3548;155
18319;11994;10
18320;11995;140
18321;11996;3
18322;11997;25
18323;6846;135
18324;11998;172
18325;11999;100
18326;459;150
18327;1200;198
18328;12000;65
18329;9253;16
18330;9352;126
18331;924;73
18332;12001;119
18333;12002;61
18334;54;8
18335;12003;193
18336;9106;166
18337;12004;25
18338;1385;197
18339;12005;150
18340;808;50
18341;5140;145
18342;5397;170
18343;3862;2
18344;12006;102
18345;10605;109
18346;4500;12
18347;4232;53
18348;9049;147
18349;12007;9
18350;4685;196
18351;12008;160
18352;9490;105
18353;634;99
18354;6214;184
18355;9623;92
18356;4456;164
18357;4311;110
18358;11933;164
18359;12009;76
18360;11636;135
18361;12010;149
18362;692;58
18363;12011;74
18364;12012;132
18365;11541;165
18366;853;163
18367;12013;127
18368;12014;136
18369;12015;105
18370;12016;170
18371;3745;170
18372;12017;92
18373;12018;51
18374;12019;140
18375;12020;175
18376;12021;63
18377;6498;86
18378;2213;108
18379;4368;39
18380;11992;36
18381;12022;162
18382;12023;112
18383;12024;88
18384;10624;90
18385;12025;136
18386;8859;124
18387;8155;56
18388;8227;102
18389;1795;18
18390;8406;29
18391;9816;106
18392;12026;21
18393;12027;99
18394;12028;166
18395;3423;53
18396;12029;56
18397;7964;7
18398;11021;187
18399;6441;53
18400;361;162
18401;5616;149
18402;5467;176
18403;12030;46
18404;8645;84
18405;12031;128
18406;12032;71
18407;11841;137
18408;12033;56
18409;12034;69
18410;12035;65
18411;5921;17
18412;5090;37
18413;12036;25
18414;2634;77
18415;8063;12
18416;2385;48
18417;12037;28
18418;4978;193
18419;12038;21
18420;12039;142
18421;12040;34
18422;2975;8
18423;12041;141
18424;5520;5
18425;10497;199
18426;172;4
18427;5061;50
18428;12042;17
18429;12043;73
18430;3357;94
18431;1804;196
18432;11400;107
18433;12044;20
18434;12045;2
18435;12046;185
18436;842;75
18437;4519;170
18438;12047;4
18439;5633;145
18440;8638;121
18441;9160;37
18442;8603;40
18443;8480;108
18444;10547;21
18445;5848;68
18446;6424;61
18447;7460;109
18448;6069;171
18449;7282;57
18450;12048;46
18451;12049;99
18452;12050;163
18453;8101;12
18454;297;196
18455;12051;50
18456;12052;96
18457;3722;54
18458;12053;144
18459;12054;83
18460;12055;69
18461;6477;57
18462;6166;65
18463;8100;158
18464;12056;168
18465;10960;101
18466;12057;194
18467;12058;131
18468;2258;168
18469;11947;92
18470;12059;58
18471;12060;122
18472;4713;19
18473;12061;68
18474;12062;95
18475;10758;62
18476;7999;92
18477;12063;97
18478;6110;103
18479;3421;16
18480;3918;92
18481;581;130
18482;4572;161
18483;12064;163
18484;12065;195
18485;5523;170
18486;12066;128
18487;6069;23
18488;5910;29
18489;11670;105
18490;624;14
18491;11177;110
18492;9102;193
18493;8777;59
18494;5776;47
18495;12067;164
18496;12068;145
18497;12069;113
18498;10462;131
18499;3086;127
18500;1506;22
18501;9415;187
18502;6947;138
18503;3814;184
18504;12070;173
18505;11040;165
18506;12071;194
18507;12072;24
18508;510;82
18509;1337;78
18510;1060;115
18511;469;58
18512;5073;25
18513;292;170
18514;12073;97
18515;11365;22
18516;1463;138
18517;12074;162
18518;7308;32
18519;12075;164
18520;10119;167
18521;12076;177
18522;12077;194
18523;2209;50
18524;123;3
18525;2953;45
18526;742;62
18527;1346;102
18528;12078;134
18529;4721;52
18530;12079;134
18531;9347;99
18532;12080;61
18533;12081;46
