AmountID;Amount
25144;255.12
25145;468.02
25146;572.73
25147;178.47
25148;977.21
25149;928.93
25150;566.03
25151;668.30
25152;23.21
25153;530.74
25154;182.16
25155;769.60
25156;76.39
25157;137.09
25158;534.72
25159;709.16
25160;110.57
25161;517.51
25162;696.75
25163;670.65
25164;420.43
25165;653.33
25166;625.42
25167;407.96
25168;764.16
25169;318.98
25170;318.17
25171;576.11
25172;377.64
25173;586.99
25174;766.83
25175;634.63
25176;36.93
25177;836.74
25178;402.52
25179;230.02
25180;245.15
25181;464.25
25182;240.67
25183;751.51
25184;699.45
25185;353.05
25186;503.12
25187;677.54
25188;153.59
25189;514.68
25190;871.92
25191;28.95
25192;72.83
25193;261.39
25194;858.50
25195;259.51
25196;678.96
25197;353.43
25198;730.58
25199;324.26
25200;945.63
25201;408.50
25202;569.58
25203;431.89
25204;346.47
25205;52.03
25206;31.39
25207;748.50
25208;642.22
25209;803.52
25210;534.71
25211;497.21
25212;136.58
25213;856.15
25214;982.74
25215;770.44
25216;815.33
25217;235.15
25218;856.54
25219;759.77
25220;848.39
25221;133.45
25222;241.16
25223;32.32
25224;420.18
25225;222.34
25226;319.47
25227;541.68
25228;980.22
25229;859.82
25230;312.68
25231;56.66
25232;232.88
25233;429.23
25234;881.51
25235;281.66
25236;92.74
25237;337.06
25238;827.42
25239;528.76
25240;480.71
25241;340.20
25242;769.42
25243;523.55
25244;124.47
25245;500.32
25246;438.73
25247;724.20
25248;836.75
25249;675.54
25250;190.92
25251;646.44
25252;314.97
25253;98.50
25254;163.15
25255;235.89
25256;516.53
25257;233.55
25258;802.76
25259;433.49
25260;255.59
25261;815.75
25262;202.62
25263;260.07
25264;379.16
25265;749.76
25266;898.63
25267;961.25
25268;352.94
25269;847.31
25270;175.21
25271;85.74
25272;360.75
25273;268.98
25274;285.58
25275;556.51
25276;995.27
25277;647.88
25278;185.69
25279;336.96
25280;512.39
25281;850.80
25282;642.76
25283;432.67
25284;976.58
25285;735.81
25286;412.29
25287;262.45
25288;440.55
25289;814.42
25290;141.54
25291;562.51
25292;878.85
25293;101.10
25294;70.95
25295;132.01
25296;32.26
25297;773.26
25298;950.55
25299;889.30
25300;697.16
25301;90.69
25302;783.44
25303;444.14
25304;672.80
25305;35.33
25306;474.66
25307;683.30
25308;838.01
25309;268.99
25310;20.65
25311;674.36
25312;528.43
25313;369.88
25314;141.62
25315;855.55
25316;185.85
25317;437.06
25318;717.34
25319;538.66
25320;251.63
25321;86.03
25322;135.31
25323;565.82
25324;857.82
25325;698.46
25326;679.74
25327;131.57
25328;431.69
25329;814.22
25330;659.28
25331;286.87
25332;111.89
25333;525.14
25334;132.31
25335;443.21
25336;777.92
25337;626.06
25338;179.49
25339;211.74
25340;98.40
25341;961.45
25342;334.94
25343;124.89
25344;488.26
25345;293.28
25346;940.12
25347;776.22
25348;730.11
25349;629.52
25350;747.00
25351;297.68
25352;480.82
25353;731.64
25354;931.18
25355;553.37
25356;970.87
25357;944.24
25358;499.50
25359;43.31
25360;570.92
25361;300.25
25362;731.79
25363;741.95
25364;767.91
25365;910.99
25366;381.73
25367;741.96
25368;601.16
25369;872.24
25370;978.02
25371;235.95
25372;997.89
25373;344.33
25374;813.69
25375;426.41
25376;77.22
25377;477.35
25378;748.97
25379;786.92
25380;21.76
25381;210.93
25382;340.63
25383;726.90
25384;906.82
25385;542.16
25386;550.10
25387;856.21
25388;388.54
25389;804.84
25390;411.03
25391;226.18
25392;444.55
25393;138.73
25394;97.53
25395;119.03
25396;273.06
25397;668.33
25398;884.41
25399;229.30
25400;510.06
25401;857.24
25402;952.05
25403;567.27
25404;337.75
25405;396.58
25406;360.14
25407;197.48
25408;472.24
25409;103.47
25410;776.96
25411;203.03
25412;113.56
25413;29.33
25414;963.84
25415;520.55
25416;556.87
25417;846.65
25418;538.20
25419;59.87
25420;380.11
25421;537.67
25422;812.37
25423;167.47
25424;620.53
25425;428.61
25426;150.91
25427;453.65
25428;830.11
25429;559.37
25430;744.01
25431;519.24
25432;458.11
25433;669.70
25434;461.06
25435;829.96
25436;188.17
25437;360.66
25438;205.07
25439;473.82
25440;116.60
25441;412.33
25442;296.02
25443;180.11
25444;318.99
25445;747.92
25446;549.16
25447;497.45
25448;892.79
25449;487.81
25450;102.97
25451;142.58
25452;425.18
25453;577.35
25454;930.63
25455;221.73
25456;97.41
25457;377.14
25458;418.87
25459;411.93
25460;999.58
25461;675.79
25462;638.33
25463;891.05
25464;353.18
25465;381.50
25466;320.92
25467;822.08
25468;202.31
25469;671.10
25470;401.17
25471;689.78
25472;539.63
25473;823.17
25474;271.22
25475;216.00
25476;857.58
25477;954.98
25478;341.67
25479;623.63
25480;421.90
25481;822.47
25482;294.61
25483;98.65
25484;450.28
25485;686.77
25486;338.95
25487;654.67
25488;286.45
25489;421.57
25490;353.37
25491;735.14
25492;447.58
25493;631.15
25494;967.42
25495;334.45
25496;671.00
25497;270.77
25498;227.70
25499;141.23
25500;955.44
25501;268.18
25502;482.49
25503;784.70
25504;661.38
25505;197.96
25506;375.79
25507;777.81
25508;865.21
25509;418.66
25510;229.67
25511;220.03
25512;332.95
25513;187.05
25514;592.27
25515;586.69
25516;370.40
25517;333.23
25518;718.37
25519;932.12
25520;418.95
25521;675.94
25522;388.91
25523;129.27
25524;38.63
25525;978.19
25526;246.72
25527;819.76
25528;373.60
25529;309.87
25530;366.44
25531;995.38
25532;668.95
25533;36.50
25534;368.76
25535;614.35
25536;162.39
25537;310.72
25538;171.14
25539;294.01
25540;569.51
25541;646.90
25542;200.28
25543;375.17
25544;577.11
25545;368.10
25546;635.29
25547;982.98
25548;855.62
25549;289.53
25550;24.68
25551;233.94
25552;58.34
25553;602.79
25554;305.07
25555;219.53
25556;213.49
25557;951.23
25558;605.22
25559;33.12
25560;952.80
25561;878.39
25562;324.88
25563;478.68
25564;999.49
25565;608.60
25566;534.85
25567;587.41
25568;158.34
25569;741.70
25570;531.88
25571;231.45
25572;770.10
25573;792.24
25574;80.13
25575;722.82
25576;113.95
25577;577.74
25578;239.52
25579;599.73
25580;422.67
25581;560.12
25582;620.39
25583;172.93
25584;877.47
25585;889.90
25586;773.99
25587;949.94
25588;592.03
25589;373.53
25590;788.58
25591;36.62
25592;918.61
25593;781.12
25594;212.27
25595;732.25
25596;333.02
25597;413.60
25598;465.12
25599;586.81
25600;199.78
25601;876.65
25602;415.84
25603;617.46
25604;604.01
25605;661.75
25606;501.00
25607;384.69
25608;342.32
25609;494.18
25610;638.57
25611;148.41
25612;611.51
25613;512.18
25614;991.59
25615;898.80
25616;840.78
25617;672.03
25618;252.93
25619;147.87
25620;801.00
25621;829.66
25622;187.34
25623;493.50
25624;332.75
25625;411.05
25626;63.13
25627;729.95
25628;63.90
25629;830.77
25630;292.83
25631;116.24
25632;416.84
25633;191.02
25634;739.08
25635;706.84
25636;455.95
25637;51.83
25638;190.42
25639;138.10
25640;936.38
25641;607.19
25642;90.04
25643;508.00
25644;626.93
25645;231.73
25646;449.81
25647;387.05
25648;391.52
25649;877.66
25650;941.79
25651;193.60
25652;566.91
25653;222.84
25654;169.97
25655;958.32
25656;687.06
25657;257.36
25658;466.01
25659;69.24
25660;338.97
25661;808.17
25662;724.55
25663;651.50
25664;968.93
25665;739.26
25666;655.94
25667;873.97
25668;213.67
25669;288.11
25670;367.36
25671;908.65
25672;826.54
25673;848.60
25674;506.87
25675;758.37
25676;65.11
25677;164.78
25678;158.99
25679;832.91
25680;63.94
25681;960.73
25682;285.58
25683;234.83
25684;53.84
25685;317.31
25686;761.08
25687;472.13
25688;126.99
25689;638.39
25690;497.26
25691;66.93
25692;946.66
25693;546.27
25694;269.53
25695;397.00
25696;759.45
25697;88.99
25698;944.01
25699;829.80
25700;708.31
25701;130.31
25702;562.87
25703;547.90
25704;405.39
25705;447.77
25706;613.53
25707;378.49
25708;905.20
25709;23.40
25710;487.29
25711;590.28
25712;300.52
25713;777.38
25714;362.00
25715;406.30
25716;446.28
25717;805.73
25718;504.56
25719;342.68
25720;680.01
25721;699.65
25722;799.82
25723;200.02
25724;491.01
25725;526.54
25726;554.09
25727;67.10
25728;315.50
25729;180.28
25730;774.21
25731;43.96
25732;499.67
25733;742.08
25734;565.69
25735;656.04
25736;58.68
25737;972.11
25738;127.35
25739;709.81
25740;925.95
25741;876.87
25742;564.07
25743;75.64
25744;534.15
25745;747.68
25746;853.91
25747;414.29
25748;856.97
25749;481.48
25750;491.69
25751;309.52
25752;49.13
25753;596.81
25754;46.95
25755;671.47
25756;710.83
25757;785.08
25758;121.06
25759;92.63
25760;992.59
25761;749.89
25762;605.76
25763;371.76
25764;746.61
25765;125.90
25766;652.93
25767;909.57
25768;901.27
25769;792.53
25770;264.73
25771;784.50
25772;107.21
25773;627.76
25774;41.70
25775;76.99
25776;475.37
25777;302.36
25778;106.90
25779;326.16
25780;379.72
25781;616.07
25782;794.32
25783;834.28
25784;311.33
25785;983.67
25786;471.03
25787;321.01
25788;263.70
25789;431.23
25790;234.13
25791;32.24
25792;504.33
25793;840.49
25794;426.20
25795;106.29
25796;522.35
25797;542.90
25798;105.72
25799;494.00
25800;858.09
25801;573.96
25802;572.48
25803;258.82
25804;416.60
25805;513.08
25806;122.52
25807;307.76
25808;664.55
25809;494.59
25810;351.75
25811;624.96
25812;387.22
25813;741.49
25814;83.00
25815;735.75
25816;200.97
25817;785.15
25818;897.35
25819;660.94
25820;515.13
25821;351.18
25822;147.24
25823;188.87
25824;457.15
25825;554.89
25826;196.46
25827;35.42
25828;214.80
25829;497.76
25830;869.82
25831;761.47
25832;790.10
25833;190.82
25834;904.03
25835;631.33
25836;941.02
25837;90.36
25838;910.71
25839;165.74
25840;329.10
25841;976.66
25842;432.00
25843;548.93
25844;213.93
25845;557.58
25846;390.12
25847;950.10
25848;378.34
25849;115.29
25850;802.81
25851;356.96
25852;792.58
25853;276.59
25854;459.01
25855;531.15
25856;410.00
25857;115.32
25858;540.83
25859;923.88
25860;271.89
25861;688.57
25862;681.28
25863;293.48
25864;85.25
25865;787.53
25866;700.73
25867;826.26
25868;123.27
25869;308.78
25870;969.17
25871;717.02
25872;385.71
25873;161.77
25874;536.46
25875;596.06
25876;923.87
25877;124.38
25878;358.06
25879;696.08
25880;123.03
25881;500.24
25882;699.76
25883;733.90
25884;744.59
25885;998.18
25886;832.13
25887;839.84
25888;999.08
25889;147.63
25890;741.99
25891;260.33
25892;191.93
25893;401.66
25894;157.10
25895;988.54
25896;334.41
25897;223.95
25898;478.11
25899;861.81
25900;203.63
25901;945.28
25902;61.45
25903;64.89
25904;807.51
25905;530.72
25906;316.70
25907;373.65
25908;503.43
25909;299.49
25910;492.33
25911;745.12
25912;152.45
25913;446.23
25914;804.74
25915;746.62
25916;984.83
25917;944.39
25918;897.71
25919;119.26
25920;447.52
25921;250.52
25922;901.04
25923;29.36
25924;698.90
25925;31.50
25926;330.85
25927;674.85
25928;432.36
25929;525.93
25930;617.15
25931;863.40
25932;146.42
25933;245.68
25934;178.60
25935;723.78
25936;196.28
25937;463.71
25938;189.60
25939;612.86
25940;79.29
25941;480.46
25942;819.73
25943;76.60
25944;785.23
25945;72.58
25946;932.24
25947;35.71
25948;61.18
25949;844.94
25950;424.73
25951;173.70
25952;140.08
25953;749.84
25954;422.51
25955;28.57
25956;282.81
25957;905.55
25958;433.34
25959;667.96
25960;743.73
25961;880.76
25962;400.54
25963;322.01
25964;571.63
25965;690.78
25966;931.12
25967;578.21
25968;499.72
25969;37.01
25970;924.86
25971;528.26
25972;581.13
25973;512.13
25974;751.48
25975;617.95
25976;349.75
25977;109.67
25978;633.49
25979;268.36
25980;489.83
25981;799.49
25982;714.41
25983;608.85
25984;642.90
25985;777.74
25986;664.40
25987;250.64
25988;805.04
25989;454.12
25990;818.22
25991;833.49
25992;653.98
25993;677.67
25994;233.99
25995;537.48
25996;111.44
25997;307.47
25998;85.78
25999;746.67
26000;213.57
26001;204.75
26002;537.50
26003;322.37
26004;629.59
26005;878.99
26006;171.37
26007;469.85
26008;697.51
26009;161.96
26010;560.20
26011;844.13
26012;334.38
26013;531.21
26014;359.58
26015;938.24
26016;908.17
26017;516.99
26018;973.17
26019;570.33
26020;608.65
26021;365.24
26022;252.70
26023;774.76
26024;285.30
26025;833.31
26026;192.45
26027;446.81
26028;831.84
26029;884.87
26030;227.61
26031;950.56
26032;568.88
26033;265.63
26034;245.43
26035;995.24
26036;548.98
26037;202.56
26038;768.88
26039;116.45
26040;221.66
26041;155.91
26042;153.38
26043;725.77
26044;709.86
26045;865.43
26046;69.14
26047;974.66
26048;663.83
26049;750.18
26050;843.78
26051;676.59
26052;613.70
26053;284.51
26054;313.11
26055;285.48
26056;497.64
26057;462.24
26058;771.38
26059;537.43
26060;179.21
26061;755.42
26062;966.69
26063;28.15
26064;204.20
26065;474.67
26066;871.92
26067;478.96
26068;745.21
26069;823.76
26070;757.38
26071;60.45
26072;840.42
26073;73.05
26074;477.06
26075;515.00
26076;791.87
26077;553.24
26078;877.38
26079;486.56
26080;108.33
26081;693.93
26082;364.68
26083;249.56
26084;857.63
26085;579.98
26086;225.60
26087;47.45
26088;194.61
26089;652.43
26090;943.08
26091;145.55
26092;811.88
26093;561.01
26094;210.13
26095;613.46
26096;862.77
26097;979.94
26098;473.13
26099;797.23
26100;328.58
26101;910.23
26102;617.23
26103;663.38
26104;525.55
26105;907.92
26106;437.08
26107;853.32
26108;910.66
26109;200.08
26110;638.42
26111;79.51
26112;830.27
26113;978.21
26114;907.89
26115;362.65
26116;220.55
26117;452.00
26118;771.78
26119;613.18
26120;734.48
26121;645.74
26122;377.89
26123;879.42
26124;96.76
26125;444.05
26126;578.91
26127;340.21
26128;594.73
26129;24.31
26130;50.66
26131;769.94
26132;881.59
26133;528.75
26134;263.92
26135;270.70
26136;775.80
26137;971.07
26138;104.87
26139;87.81
26140;990.15
26141;559.40
26142;565.61
26143;362.61
26144;113.14
26145;990.47
26146;183.96
26147;229.58
26148;315.58
26149;208.10
26150;599.34
26151;653.62
26152;786.11
26153;143.41
26154;930.50
26155;487.66
26156;430.85
26157;423.66
26158;389.83
26159;930.74
26160;924.38
26161;232.19
26162;689.03
26163;722.66
26164;671.83
26165;122.56
26166;381.25
26167;442.01
26168;615.36
26169;277.04
26170;366.18
26171;21.95
26172;212.09
26173;91.24
26174;255.87
26175;379.93
26176;185.05
26177;384.98
26178;282.00
26179;76.43
26180;804.21
26181;842.84
26182;617.70
26183;350.84
26184;249.89
26185;876.54
26186;531.19
26187;692.52
26188;207.88
26189;36.71
26190;562.33
26191;869.94
26192;542.28
26193;441.23
26194;938.21
26195;581.23
26196;869.74
26197;213.75
26198;79.45
26199;646.23
26200;637.35
26201;277.38
26202;854.90
26203;151.36
26204;845.09
26205;605.83
26206;799.17
26207;206.91
26208;73.39
26209;837.02
26210;274.73
26211;338.70
26212;836.59
26213;922.66
26214;798.68
26215;135.63
26216;503.75
26217;581.60
26218;62.15
26219;568.25
26220;709.90
26221;183.98
26222;990.45
26223;84.16
26224;22.59
26225;519.13
26226;321.16
26227;171.33
26228;251.52
26229;370.59
26230;678.32
26231;61.74
26232;432.24
26233;898.58
26234;91.82
26235;964.70
26236;558.75
26237;412.27
26238;292.83
26239;851.80
26240;444.57
26241;202.10
26242;828.49
26243;123.36
26244;736.88
26245;575.79
26246;162.11
26247;650.28
26248;974.07
26249;940.88
26250;678.68
26251;944.32
26252;503.79
26253;321.24
26254;99.68
26255;945.17
26256;905.15
26257;545.31
26258;146.33
26259;742.98
26260;926.90
26261;379.95
26262;915.39
26263;601.61
26264;181.32
26265;765.12
26266;768.34
26267;629.37
26268;662.67
26269;452.06
26270;380.99
26271;482.10
26272;848.72
26273;640.23
26274;238.21
26275;815.89
26276;993.60
26277;827.04
26278;926.52
26279;996.16
26280;851.67
26281;88.02
26282;395.51
26283;233.78
26284;862.91
26285;795.39
26286;528.89
26287;699.04
26288;122.78
26289;237.68
26290;645.18
26291;860.13
26292;592.00
26293;684.60
26294;239.07
26295;383.72
26296;535.15
26297;607.42
26298;575.34
26299;742.38
26300;870.61
26301;877.75
26302;298.97
26303;695.95
26304;149.36
26305;325.17
26306;507.51
26307;132.32
26308;514.93
26309;237.74
26310;164.71
26311;166.48
26312;72.74
26313;58.48
26314;718.07
26315;306.54
26316;653.68
26317;525.55
26318;357.21
26319;800.10
26320;353.43
26321;584.38
26322;314.72
26323;375.17
26324;707.16
26325;125.62
26326;386.76
26327;185.99
26328;777.04
26329;54.85
26330;916.85
26331;566.10
26332;189.51
26333;816.59
26334;962.68
26335;298.61
26336;138.20
26337;98.62
26338;933.66
26339;136.33
26340;29.07
26341;610.57
26342;324.49
26343;683.89
26344;544.81
26345;765.02
26346;778.73
26347;847.66
26348;287.10
26349;809.22
26350;255.91
26351;809.87
26352;37.44
26353;820.50
26354;404.99
26355;728.55
26356;219.76
26357;789.74
26358;348.05
26359;346.49
26360;171.49
26361;553.68
26362;188.89
26363;329.12
26364;993.61
26365;339.06
26366;482.98
26367;103.81
26368;574.73
26369;569.50
26370;757.62
26371;801.24
26372;829.56
26373;199.39
26374;394.23
26375;723.20
26376;757.71
26377;98.20
26378;538.08
26379;820.67
26380;35.41
26381;553.31
26382;105.31
26383;380.95
26384;299.68
26385;549.84
26386;831.62
26387;593.26
26388;312.07
26389;361.70
26390;392.79
26391;848.70
26392;537.65
26393;690.13
26394;43.22
26395;852.00
26396;603.53
26397;712.58
26398;705.13
26399;140.26
26400;351.03
26401;438.18
26402;99.06
26403;677.11
26404;825.60
26405;884.17
26406;53.59
26407;199.07
26408;439.51
26409;151.86
26410;311.22
26411;175.88
26412;553.62
26413;570.35
26414;756.68
26415;505.96
26416;356.81
26417;151.63
26418;253.32
26419;584.41
26420;574.08
26421;401.63
26422;464.32
26423;671.61
26424;247.77
26425;578.30
26426;136.07
26427;478.08
26428;750.32
26429;980.03
26430;273.12
26431;43.01
26432;861.39
26433;945.68
26434;156.38
26435;742.74
26436;637.41
26437;890.80
26438;149.09
26439;238.63
26440;557.51
26441;953.63
26442;539.00
26443;823.62
26444;706.11
26445;279.52
26446;159.12
26447;111.51
26448;29.48
26449;452.29
26450;314.44
26451;373.79
26452;321.30
26453;167.42
26454;777.54
26455;324.93
26456;230.66
26457;613.20
26458;961.98
26459;89.30
26460;624.59
26461;663.43
26462;679.13
26463;669.91
26464;797.10
26465;767.99
26466;711.71
26467;662.79
26468;136.53
26469;495.98
26470;474.81
26471;939.21
26472;624.16
26473;320.39
26474;824.31
26475;992.62
26476;538.22
26477;532.82
26478;511.45
26479;737.05
26480;539.51
26481;682.14
26482;332.42
26483;949.40
26484;157.64
26485;482.04
26486;702.10
26487;709.26
26488;420.15
26489;468.70
26490;72.51
26491;526.99
26492;950.54
26493;752.53
26494;797.88
26495;83.02
26496;986.08
26497;955.22
26498;820.97
26499;189.76
26500;131.17
26501;137.07
26502;738.01
26503;350.98
26504;168.04
26505;818.76
26506;193.34
26507;613.27
26508;572.81
26509;806.15
26510;959.15
26511;678.86
26512;652.12
26513;597.17
26514;70.39
26515;260.03
26516;843.22
26517;985.94
26518;830.53
26519;261.27
26520;368.57
26521;300.55
26522;300.05
26523;257.66
26524;465.09
26525;38.43
26526;486.04
26527;555.06
26528;657.65
26529;315.89
26530;728.86
26531;811.09
26532;376.56
26533;726.96
26534;789.77
26535;564.66
26536;449.82
26537;310.62
26538;541.85
26539;85.91
26540;371.85
26541;555.44
26542;336.18
26543;158.93
26544;903.13
26545;885.74
26546;794.62
26547;864.77
26548;447.18
26549;574.43
26550;391.37
26551;183.87
26552;105.16
26553;234.38
26554;586.55
26555;143.83
26556;481.93
26557;512.17
26558;506.61
26559;140.78
26560;812.18
26561;846.17
26562;108.88
26563;781.18
26564;770.25
26565;293.93
26566;120.64
26567;324.15
26568;543.18
26569;383.55
26570;526.45
26571;274.17
26572;283.03
26573;817.77
26574;151.94
26575;858.92
26576;231.18
26577;880.36
26578;697.09
26579;187.59
26580;565.56
26581;39.99
26582;787.35
26583;121.41
26584;259.55
26585;98.61
26586;777.34
26587;619.80
26588;880.62
26589;268.37
26590;738.34
26591;173.47
26592;975.87
26593;664.07
26594;468.35
26595;198.46
26596;832.43
26597;666.52
26598;541.30
26599;624.25
26600;520.83
26601;326.37
26602;480.85
26603;783.22
26604;491.30
26605;177.46
26606;963.13
26607;799.06
26608;694.91
26609;434.39
26610;362.99
26611;616.91
26612;44.07
26613;59.68
26614;558.51
26615;939.79
26616;470.24
26617;382.56
26618;779.85
26619;92.45
26620;260.64
26621;373.84
26622;590.12
26623;266.30
26624;120.37
26625;908.74
26626;938.45
26627;447.44
26628;411.34
26629;683.39
26630;288.19
26631;753.31
26632;965.41
26633;169.59
26634;717.15
26635;443.13
26636;315.47
26637;777.19
26638;950.66
26639;242.11
26640;675.19
26641;83.82
26642;643.23
26643;250.07
26644;706.01
26645;407.46
26646;390.34
26647;891.72
26648;978.02
26649;499.32
26650;947.40
26651;447.09
26652;260.54
26653;221.18
26654;640.35
26655;418.82
26656;767.56
26657;144.69
26658;189.20
26659;945.73
26660;633.49
26661;428.18
26662;134.13
26663;460.91
26664;765.47
26665;50.91
26666;72.10
26667;977.12
26668;689.79
26669;854.14
26670;621.52
26671;982.23
26672;82.31
26673;473.95
26674;771.97
26675;543.00
26676;584.99
26677;391.61
26678;526.93
26679;846.84
26680;544.43
26681;233.81
26682;747.98
26683;58.18
26684;321.94
26685;967.39
26686;601.34
26687;428.33
26688;599.21
26689;770.97
26690;549.55
26691;56.16
26692;199.09
26693;809.37
26694;924.03
26695;410.55
26696;56.42
26697;805.72
26698;578.37
26699;134.87
26700;30.56
26701;261.06
26702;895.71
26703;978.97
26704;908.22
26705;71.19
26706;649.15
26707;484.64
26708;142.86
26709;517.04
26710;389.13
26711;946.91
26712;495.26
26713;455.76
26714;618.00
26715;765.21
26716;538.66
26717;397.52
26718;468.75
26719;526.32
26720;971.72
26721;975.51
26722;612.29
26723;163.74
26724;742.34
26725;445.15
26726;375.47
26727;917.30
26728;466.53
26729;882.57
26730;620.81
26731;750.85
26732;147.66
26733;352.41
26734;458.11
26735;996.14
26736;183.68
26737;959.77
26738;427.98
26739;816.62
26740;892.50
26741;472.69
26742;397.68
26743;446.00
26744;188.96
26745;157.66
26746;141.08
26747;393.46
26748;830.81
26749;773.23
26750;935.91
26751;299.92
26752;975.79
26753;654.29
26754;824.19
26755;257.78
26756;676.73
26757;633.28
26758;904.37
26759;930.50
26760;707.80
26761;363.66
26762;97.73
26763;447.59
26764;641.16
26765;195.49
26766;215.40
26767;705.78
26768;820.53
26769;183.47
26770;347.49
26771;657.71
26772;345.65
26773;303.86
26774;121.35
26775;735.63
26776;570.10
26777;597.80
26778;391.81
26779;219.78
26780;363.84
26781;266.45
26782;133.29
26783;798.30
26784;561.18
26785;715.56
26786;500.92
26787;518.93
26788;65.45
26789;765.97
26790;55.63
26791;201.43
26792;251.99
26793;330.35
26794;927.19
26795;204.00
26796;402.92
26797;866.49
26798;157.90
26799;917.06
26800;158.85
26801;932.37
26802;810.03
26803;253.41
26804;925.73
26805;849.61
26806;590.09
26807;774.99
26808;127.87
26809;868.22
26810;644.50
26811;923.45
26812;152.63
26813;317.97
26814;412.84
26815;24.11
26816;966.37
26817;669.17
26818;967.14
26819;291.20
26820;836.66
26821;849.70
26822;778.80
26823;715.98
26824;311.57
26825;513.62
26826;938.21
26827;428.67
26828;343.13
26829;191.70
26830;386.53
26831;170.21
26832;319.20
26833;454.59
26834;743.81
26835;50.51
26836;505.72
26837;505.09
26838;973.18
26839;606.09
26840;899.49
26841;567.73
26842;226.98
26843;741.94
26844;30.60
26845;501.04
26846;677.39
26847;429.89
26848;493.27
26849;380.69
26850;121.49
26851;219.03
26852;383.83
26853;350.14
26854;388.69
26855;532.30
26856;165.63
26857;129.57
26858;747.12
26859;218.13
26860;481.93
26861;473.52
26862;424.67
26863;395.43
26864;179.79
26865;753.01
26866;130.39
26867;996.62
26868;830.94
26869;68.93
26870;402.37
26871;213.93
26872;998.67
26873;759.84
26874;619.37
26875;731.71
26876;763.75
26877;490.02
26878;715.09
26879;979.52
26880;326.96
26881;110.76
26882;966.58
26883;709.34
26884;111.09
26885;221.97
26886;351.02
26887;603.55
26888;590.89
26889;919.92
26890;98.76
26891;780.22
26892;225.98
26893;781.64
26894;735.06
26895;76.88
26896;338.72
26897;907.05
26898;817.23
26899;184.75
26900;506.91
26901;975.58
26902;40.03
26903;591.71
26904;129.12
26905;275.84
26906;937.81
26907;474.02
26908;529.78
26909;313.98
26910;878.74
26911;234.62
26912;800.37
26913;799.24
26914;784.08
26915;638.61
26916;503.57
26917;283.76
26918;633.07
26919;85.50
26920;677.63
26921;637.48
26922;332.78
26923;282.34
26924;850.01
26925;269.14
26926;561.67
26927;401.51
26928;481.18
26929;419.35
26930;715.17
26931;462.83
26932;972.18
26933;832.70
26934;492.29
26935;150.95
26936;442.94
26937;102.69
26938;523.27
26939;885.74
26940;462.13
26941;855.27
26942;50.23
26943;665.99
26944;843.99
26945;674.51
26946;154.68
26947;224.85
26948;362.69
26949;757.83
26950;179.35
26951;709.23
26952;770.64
26953;496.64
26954;234.91
26955;704.78
26956;383.47
26957;753.60
26958;916.67
26959;873.07
26960;911.65
26961;847.56
26962;981.02
26963;688.26
26964;956.16
26965;963.49
26966;447.15
26967;196.72
26968;784.11
26969;176.09
26970;795.32
26971;415.13
26972;639.11
26973;673.20
26974;709.94
26975;470.03
26976;620.58
26977;927.67
26978;463.13
26979;224.76
26980;206.54
26981;135.12
26982;572.20
26983;618.84
26984;755.21
26985;128.89
26986;953.23
26987;238.97
26988;502.06
26989;723.20
26990;952.21
26991;70.98
26992;411.11
26993;821.05
26994;704.98
26995;927.49
26996;981.93
26997;474.09
26998;457.72
26999;847.79
27000;976.94
27001;338.42
27002;490.86
27003;302.68
27004;237.96
27005;912.63
27006;531.08
27007;330.18
27008;484.90
27009;851.79
27010;668.26
27011;395.68
27012;35.18
27013;145.04
27014;137.46
27015;214.06
27016;548.05
27017;623.24
27018;379.42
27019;630.87
27020;924.30
27021;367.85
27022;457.44
27023;574.28
27024;219.25
27025;122.66
27026;663.26
27027;60.56
27028;274.11
27029;365.90
27030;110.24
27031;141.80
27032;479.55
27033;561.73
27034;947.92
27035;286.84
27036;873.92
27037;657.55
27038;879.14
27039;623.32
27040;188.37
27041;86.15
27042;198.00
27043;162.70
27044;280.99
27045;190.35
27046;55.12
27047;398.00
27048;833.26
27049;951.80
27050;515.07
27051;69.18
27052;913.16
27053;975.30
27054;640.29
27055;410.57
27056;421.65
27057;95.43
27058;455.52
27059;490.61
27060;771.67
27061;52.99
27062;337.33
27063;245.47
27064;222.27
27065;435.75
27066;854.45
27067;434.89
27068;384.32
27069;369.74
27070;856.27
27071;831.22
27072;288.81
27073;125.49
27074;129.40
27075;510.70
27076;63.99
27077;847.01
27078;914.93
27079;89.75
27080;123.32
27081;520.17
27082;382.89
27083;38.69
27084;42.63
27085;652.26
27086;254.45
27087;429.90
27088;502.05
27089;374.33
27090;787.45
27091;358.51
27092;605.77
27093;984.44
27094;96.08
27095;189.72
27096;771.18
27097;860.88
27098;62.03
27099;278.72
27100;577.68
27101;672.35
27102;410.66
27103;176.96
27104;865.14
27105;194.23
27106;693.64
27107;241.39
27108;592.17
27109;749.04
27110;497.10
27111;842.13
27112;884.98
27113;983.01
27114;943.05
27115;658.57
27116;189.27
27117;90.48
27118;791.23
27119;163.71
27120;139.48
27121;763.04
27122;118.24
27123;702.34
27124;562.58
27125;711.69
27126;151.20
27127;609.90
27128;736.48
27129;106.14
27130;704.69
27131;155.61
27132;527.75
27133;398.53
27134;750.94
27135;466.34
27136;477.09
27137;225.70
27138;986.08
27139;315.37
27140;966.85
27141;578.40
